id_produto,nome_produto,categoria,preco,fornecedor,peso_kg,estoque_disponivel,avaliacao_interna,ativo,data_cadastro_produto
PROD-0477,Mesa de Jardim,M0VEIS,651.00,Interiores Import Ltda,65.68,null,null,S,2024-05-28
PROD-0478,Rede de Descanso,MOVEIS,null,Interiores Import Ltda,9.72,12,null, N,2019-09-27
PROD-0479,Cadeira Alta para Bebe,Moveis,620.00,MoveisPlus Distribuidora,37.92,394,null,S,2023-03-07
PROD-0480,Mesa de Cabeceira,M0VEIS,-100,MoveisPlus Distribuidora,49.77,285,null,nao,2022-12-28
PROD-0481,Aparador de Sala,Moveis,339.00,MoveisPlus Distribuidora,16.4,406,null,S ,2021-01-14
PROD-0482,Cristaleira 3 Portas,Moveis,1080.00,MoveisPlus Distribuidora,44.08,245,null,S ,2025-10-22
PROD-0483,Estante Gamer,Moveis,1148.00,MoveisPlus Distribuidora,64.93,125,null,1,2020-04-18
PROD-0484,Bancada de Trabalho,Moveis, 643.00,MoveisPlus Distribuidora,54.35,54,null, N,2023-08-02
PROD-0485,Armario de Ferramentas,Moveis,828.00,Decor Brasil Atacado,40.7,368,null,S,2025-02-06
PROD-0486,Gaveteiro com Rodas,Moveis,739.00,MoveisPlus Distribuidora,41.98,311,null,S ,2022-06-22
PROD-0487,Nicho Decorativo Kit 3,Moveis,"177,00",MoveisPlus Distribuidora,5.45,3,null,1,2020-04-19
PROD-0488,Mesa Dobravek,Moveis,310.00,MoveisPlus Distribuidora,41.38,53,null,Nao,2024-05-11
PROD-0489,Cadeira Dobravek,Moveis,298.00,Decor Brasil Atacado,41.9,386,null,SIM,2023-04-11
PROD-0490,Banqueta Bar Alta,Moveis,429.00,MoveisPlus Distribuidora,52.1,44,null,sim,2025-05-25
PROD-0491,Banco de Madeira,Móveis,303.00,Interiores Import Ltda,70.92,221,null,SIM,2024-07-16
PROD-0492,Mesa de Canto Redonda,M0VEIS,246.00,Interiores Import Ltda,33.35,307,null,N,2021-06-27
PROD-0493,Sofa Modular,Moveis,4560.00,MoveisPlus Distribuidora,59.38,207,null, N,2020-02-10
PROD-0494,Aspirador de Pó Sem Fio,null,451.00,Decor Import,null,34,null,1,2021-09-06
PROD-0495,Cama de Casal Queen Size,Moveis,3690.00,MoveisPlus Distribuidora,59.9,241,null,SIM,2025-05-03
PROD-0496,Kit Churrasco 10 Pecas,Casa,"109,00",Casa & Cia Distribuidora,1.07,331,null,Sim,2025-09-12
PROD-0497,Smartphone Pro Max 512GB,Eletronicos,"3614,00",Shenzhen Connect Brasil,0.77,446,null,sim,2021-04-10
PROD-0498,Mochila de Hidratacao,esport,300.00,Atlética Import Ltda,6.08,109,null,S ,2020-04-09
PROD-0499,Perfume Importado 200ml,Beleza,220.00,Beleza Total Atacado,1.24,106,null,S,2022-06-10
PROD-0500,Suporte Veicular Magnetico,Automotivo,90.00,Automotivo Import,15.87,435,null,Nao,2024-05-28
PROD-0501,Boneca de Pano 35cm,Brinquedos,64.00,Fun Kids Distribuidora,0.93,404,null,S ,2025-09-13
PROD-0502,Mesa Escritorio em L,moveis,728.00,MoveisPlus Distribuidora,17.15,51,null,1,2025-09-05
PROD-0503,Tablet Infantil 7 Polegadas,Eletronico,676.00,Shenzhen Connect Brasil,null,28,null,1,2022-04-06
PROD-0504,Vestido de Festa Longo,Vestuario,0,Moda Brasil Atacado,1.71,176,null,SIM,2025-06-26
PROD-0505,Kit Churrasco Eletrico,Casa,0,Casa & Cia Distribuidora,7.57,368,null,1,2022-03-22
PROD-0506,Sapatilha Feminina,Vestuario,137.00,Fashion Import Ltda,1.85,470,null,Sim,2021-07-30
PROD-0507,Câmera de Acao 4K,Eletronicos,1400.00,TechBrasil Distribuidora,3.11,298,null,SIM,2020-06-17
PROD-0508,Kit Yoga Completo,Esportes,184.00,Esporte Total Ltda,6.28,274,null,nao,2019-09-08
PROD-0509,Creme Corporal Premium,Beleza,101.00,Perfumes & Cia,0.29,167,null,nao,2022-03-11
PROD-0510,Suporte para Moto,Automotivo,107.00,Automotivo Import,2.61,241,null,Sim,2022-02-14
PROD-0511,Fantoche Kit 6 Personagens,Brinquedos, 163.00,Fun Kids Distribuidora,1.95,128,null,1,2018-08-18
PROD-0512,Rack Suspenso para TV,Moveis,622.00,MoveisPlus Distribuidora,69.5,87,null,N,2025-08-29
PROD-0513,Smart TV 65 Polegadas,Eletronicos,-100,Global Electronics Ltda,4.36,0,null,SIM,2025-04-22
PROD-0514,Conjunto Esportivo Feminino,vest,-100,Fashion Import Ltda,1.09,233,null,nao,2025-11-25
PROD-0515,Difusor de Aromas,Casa,166.00,Utilidades do Lar Ltda,8.25,339,null,nao,2020-06-09
PROD-0516,Velocipede Infantil,Brinquedos,236.00,Brinquedos do Brasil Ltda,7.44,70,null,1,2020-02-15
PROD-0517,Monitor Gamer 144Hz,Eletronicos,1233.00,Global Electronics Ltda,3.66,0,null,S,2025-11-11
